Epoch,Loss
0,0.04770655930042267
1,0.047612376511096954
2,0.047519758343696594
3,0.04742870107293129
4,0.04733595624566078
5,0.04723908752202988
6,0.047146059572696686
7,0.04705444723367691
8,0.046964362263679504
9,0.04687587544322014
10,0.0467890240252018
11,0.046703822910785675
12,0.04662028327584267
13,0.04653839394450188
14,0.046458158642053604
15,0.04637952148914337
16,0.04630222171545029
17,0.04622626677155495
18,0.046151649206876755
19,0.046078313142061234
20,0.046006470918655396
21,0.04593642055988312
22,0.04586850479245186
23,0.045800283551216125
24,0.04572707414627075
25,0.04564237594604492
26,0.04556376487016678
27,0.04548690468072891
28,0.04541090130805969
29,0.04533592239022255
30,0.04526209086179733
31,0.045189499855041504
32,0.04511821269989014
33,0.04504828527569771
34,0.0449797548353672
35,0.04491264373064041
36,0.04484695941209793
37,0.04478269815444946
38,0.04471985623240471
39,0.04465834051370621
40,0.04459867253899574
41,0.04453993961215019
42,0.04448244720697403
43,0.04442626237869263
44,0.04437142238020897
45,0.04431787133216858
46,0.0442655086517334
47,0.04421424865722656
48,0.044164057821035385
49,0.04411492496728897
50,0.04406685382127762
51,0.04401978477835655
52,0.0439736433327198
53,0.043928369879722595
54,0.04388386011123657
55,0.043840013444423676
56,0.04379662126302719
57,0.04375343769788742
58,0.04371053725481033
59,0.043668024241924286
60,0.04362605884671211
61,0.043588053435087204
62,0.043554991483688354
63,0.043523386120796204
64,0.043491870164871216
65,0.043459899723529816
66,0.04342729598283768
67,0.04339411109685898
68,0.04336051642894745
69,0.043326400220394135
70,0.043291736394166946
71,0.04325660690665245
72,0.043221134692430496
73,0.04318544268608093
74,0.043149471282958984
75,0.04311313480138779
76,0.0430762842297554
77,0.0430387407541275
78,0.043000295758247375
79,0.04296078532934189
80,0.0429200604557991
81,0.04287797212600708
82,0.04283437132835388
83,0.04278912395238876
84,0.04274208843708038
85,0.042693112045526505
86,0.04264203459024429
87,0.04258868098258972
88,0.04253290966153145
89,0.042474545538425446
90,0.04241340607404709
91,0.04234998673200607
92,0.04228374361991882
93,0.04221426323056221
94,0.04214165359735489
95,0.04206570237874985
96,0.04198606684803963
97,0.04190199077129364
98,0.04181351885199547
99,0.04172086343169212
100,0.041624683886766434
101,0.041525498032569885
102,0.041422318667173386
103,0.04131457954645157
104,0.04120153933763504
105,0.04108284413814545
106,0.04095827788114548
107,0.04082762822508812
108,0.040690675377845764
109,0.04054711014032364
110,0.04039665684103966
111,0.04023931175470352
112,0.04007508233189583
113,0.039904478937387466
114,0.03972958028316498
115,0.039549000561237335
116,0.039362382143735886
117,0.039169032126665115
118,0.0389680489897728
119,0.03875910863280296
120,0.038541845977306366
121,0.038315873593091965
122,0.03808088228106499
123,0.03783656656742096
124,0.037582557648420334
125,0.03731899708509445
126,0.037045739591121674
127,0.036762647330760956
128,0.036468520760536194
129,0.036162856966257095
130,0.03584599867463112
131,0.035517726093530655
132,0.035177748650312424
133,0.034825921058654785
134,0.03446211665868759
135,0.03408629447221756
136,0.033698517829179764
137,0.03329891711473465
138,0.032887618988752365
139,0.03246475011110306
140,0.03203041851520538
141,0.03158482164144516
142,0.03112826496362686
143,0.03068385273218155
144,0.030244430527091026
145,0.029798947274684906
146,0.029345622286200523
147,0.028885532170534134
148,0.02841906249523163
149,0.02794583886861801
150,0.027491945773363113
151,0.02704336680471897
152,0.02659405581653118
153,0.026147812604904175
154,0.025705676525831223
155,0.02526671066880226
156,0.02483396604657173
157,0.024408187717199326
158,0.023989878594875336
159,0.023579873144626617
160,0.023179400712251663
161,0.022789843380451202
162,0.022415127605199814
163,0.022061774507164955
164,0.02172129414975643
165,0.021393418312072754
166,0.02107757329940796
167,0.0207730270922184
168,0.020479492843151093
169,0.020203478634357452
170,0.01994851976633072
171,0.019704492762684822
172,0.019474154338240623
173,0.019258057698607445
174,0.01905176416039467
175,0.018854502588510513
176,0.018665682524442673
177,0.01848478615283966
178,0.018311340361833572
179,0.018144864588975906
180,0.017984900623559952
181,0.017830969765782356
182,0.017682651057839394
183,0.01753951981663704
184,0.017401181161403656
185,0.017267294228076935
186,0.017137520015239716
187,0.017011510208249092
188,0.016888992860913277
189,0.01676969788968563
190,0.01665339432656765
191,0.01653984561562538
192,0.016428843140602112
193,0.016320202499628067
194,0.016213761642575264
195,0.016111379489302635
196,0.016012217849493027
197,0.015914808958768845
198,0.01581902615725994
199,0.015724770724773407
200,0.015631943941116333
201,0.015540474094450474
202,0.015450285747647285
203,0.015361299738287926
204,0.01527345273643732
205,0.015186667442321777
206,0.015100903809070587
207,0.01501607894897461
208,0.014932151883840561
209,0.014849042519927025
210,0.01476669404655695
211,0.014685053378343582
212,0.014604064635932446
213,0.014523674733936787
214,0.014443844556808472
215,0.014364518225193024
216,0.014285637065768242
217,0.014207162894308567
218,0.01412905752658844
219,0.014051295816898346
220,0.013973846100270748
221,0.01389666460454464
222,0.013819749467074871
223,0.013743087649345398
224,0.01366667915135622
225,0.013590522110462189
226,0.013514623045921326
227,0.013438986614346504
228,0.013363610953092575
229,0.013288496062159538
230,0.01321365311741829
231,0.013139082118868828
232,0.0130647923797369
233,0.012990779243409634
234,0.012917038053274155
235,0.012843571603298187
236,0.01277038175612688
237,0.012697478756308556
238,0.012624857015907764
239,0.01255250908434391
240,0.012480411678552628
241,0.012408546172082424
242,0.012336892075836658
243,0.012265442870557308
244,0.012194203212857246
245,0.012123169377446175
246,0.012052341364324093
247,0.0119817228987813
248,0.011911332607269287
249,0.011841168627142906
250,0.01177123747766018
251,0.011701581999659538
252,0.011632216162979603
253,0.011563166975975037
254,0.011494413018226624
255,0.01142591331154108
256,0.011357659474015236
257,0.011289652436971664
258,0.01122189499437809
259,0.011154362931847572
260,0.01108706183731556
261,0.01101999543607235
262,0.010953167453408241
263,0.010886568576097488
264,0.010820195078849792
265,0.010754055343568325
266,0.01068815030157566
267,0.010622479021549225
268,0.01055704802274704
269,0.01049185823649168
270,0.01042692270129919
271,0.010362249799072742
272,0.010297846980392933
273,0.010233715176582336
274,0.010169871151447296
275,0.01010630652308464
276,0.01004302129149437
277,0.009980011731386185
278,0.009917279705405235
279,0.00985481683164835
280,0.009792618453502655
281,0.00973069854080677
282,0.009669062681496143
283,0.009607701562345028
284,0.00954662449657917
285,0.009485832415521145
286,0.009425332769751549
287,0.009365122765302658
288,0.009305201470851898
289,0.009245574474334717
290,0.009186247363686562
291,0.009127222001552582
292,0.009068496525287628
293,0.009010073728859425
294,0.008951954543590546
295,0.008894138038158417
296,0.008836625143885612
297,0.008779417723417282
298,0.008722514845430851
299,0.008666010573506355
300,0.008609635755419731
301,0.008553660474717617
302,0.008497991599142551
303,0.008442636579275131
304,0.008387594483792782
305,0.008332866244018078
306,0.008278447203338146
307,0.008224341087043285
308,0.00817054882645607
309,0.008117073215544224
310,0.008063911460340023
311,0.00801106821745634
312,0.0079585500061512
313,0.007906356826424599
314,0.007854485884308815
315,0.007802942767739296
316,0.007751729339361191
317,0.007700848858803511
318,0.007650294341146946
319,0.007600069046020508
320,0.007550178561359644
321,0.007500621490180492
322,0.0074513982981443405
323,0.00740250525996089
324,0.0073539442382752895
325,0.007305719889700413
326,0.007257833145558834
327,0.00721028633415699
328,0.007163078524172306
329,0.0071162148378789425
330,0.007069691084325314
331,0.007023510057479143
332,0.006977674551308155
333,0.006932184100151062
334,0.006887033116072416
335,0.006842229049652815
336,0.0067977746948599815
337,0.006753657013177872
338,0.006709873676300049
339,0.0066664256155490875
340,0.006623313296586275
341,0.006580531597137451
342,0.006538087502121925
343,0.006495991721749306
344,0.006454259157180786
345,0.00641288235783577
346,0.0063718464225530624
347,0.006331118755042553
348,0.0062905666418373585
349,0.006250107195228338
350,0.006209949497133493
351,0.006170102395117283
352,0.006130576133728027
353,0.006091371178627014
354,0.0060524893924593925
355,0.00601393124088645
356,0.005975693464279175
357,0.005937776993960142
358,0.005900180898606777
359,0.005862893536686897
360,0.005825858097523451
361,0.00578914862126112
362,0.005753010511398315
363,0.0057169608771800995
364,0.005681116599589586
365,0.005645741708576679
366,0.005610675550997257
367,0.005575825925916433
368,0.00554131343960762
369,0.0055071571841835976
370,0.005473258439451456
371,0.005439622327685356
372,0.005406312178820372
373,0.0053733037784695625
374,0.005340544041246176
375,0.005308061838150024
376,0.005275889299809933
377,0.005243998486548662
378,0.005212367512285709
379,0.0051810117438435555
380,0.00514993816614151
381,0.005119142588227987
382,0.0050886101089417934
383,0.005058336071670055
384,0.00502834003418684
385,0.0049986327067017555
386,0.004969167988747358
387,0.0049399640411138535
388,0.004911010153591633
389,0.004882311448454857
390,0.004853860009461641
391,0.004825646057724953
392,0.00479766633361578
393,0.004769918508827686
394,0.004742400720715523
395,0.00471509899944067
396,0.004688016138970852
397,0.004661147948354483
398,0.004634488373994827
399,0.004608020186424255
400,0.004581702873110771
401,0.004555528052151203
402,0.004529491998255253
403,0.004503565840423107
404,0.004477697890251875
405,0.00445186672732234
406,0.004426076076924801
407,0.004400334320962429
408,0.004374649375677109
409,0.004349035210907459
410,0.004323539324104786
411,0.004298198968172073
412,0.004273043945431709
413,0.004248098470270634
414,0.004223387222737074
415,0.004198913928121328
416,0.004174681846052408
417,0.004150671884417534
418,0.004126877523958683
419,0.004103292245417833
420,0.004079917445778847
421,0.004056754522025585
422,0.004033799283206463
423,0.00401106383651495
424,0.003988552372902632
425,0.00396626815199852
426,0.0039442069828510284
427,0.003922377247363329
428,0.0039007882587611675
429,0.0038794432766735554
430,0.0038583579007536173
431,0.0038375442381948233
432,0.0038169976323843002
433,0.0037966915406286716
434,0.00377662037499249
435,0.003756764344871044
436,0.0037371008656919003
437,0.0037176175974309444
438,0.0036983112804591656
439,0.0036791786551475525
440,0.003660217160359025
441,0.0036414305213838816
442,0.003622818738222122
443,0.0036043794825673103
444,0.0035861204378306866
445,0.003568050917237997
446,0.0035501825623214245
447,0.0035325067583471537
448,0.0035150262992829084
449,0.0034977097529917955
450,0.0034805836621671915
451,0.003463661065325141
452,0.0034469598904252052
453,0.003430482465773821
454,0.0034142187796533108
455,0.0033981807064265013
456,0.003382383845746517
457,0.003366796299815178
458,0.0033513361122459173
459,0.00333599210716784
460,0.003320770338177681
461,0.0033056631218641996
462,0.0032906816340982914
463,0.0032758486922830343
464,0.003261166624724865
465,0.0032466049306094646
466,0.003232148475944996
467,0.003217783523723483
468,0.0032035105396062136
469,0.003189326263964176
470,0.0031752281356602907
471,0.003161221742630005
472,0.0031473091803491116
473,0.0031335034873336554
474,0.0031198125798255205
475,0.0031062597408890724
476,0.0030928554479032755
477,0.003079622285440564
478,0.0030665735248476267
479,0.0030537410639226437
480,0.0030411076731979847
481,0.003028679406270385
482,0.0030164814088493586
483,0.003004563506692648
484,0.0029929671436548233
485,0.002981712808832526
486,0.002970767440274358
487,0.002960086800158024
488,0.0029496336355805397
489,0.002939388155937195
490,0.0029293373227119446
491,0.002919486491009593
492,0.002909853821620345
493,0.0029004435054957867
494,0.002891238545998931
495,0.002882236149162054
496,0.0028734193183481693
497,0.0028647666331380606
498,0.002856267150491476
499,0.002847913419827819
